Date,Open,High,Low,Close,Adj Close,Volume
2015-09-24,230.358002,239.802002,230.294998,236.059998,236.059998,142513200
2015-10-01,236.003998,246.934998,235.615997,242.968994,242.968994,143518600
2015-10-08,243.074997,254.274994,242.121994,251.988998,251.988998,141657800
2015-10-15,252.106995,273.578003,252.046005,266.272003,266.272003,208544800
2015-10-22,266.496002,306.330994,266.135010,304.618011,304.618011,268159300
2015-10-29,304.324005,495.562012,301.822998,411.562988,411.562988,800380100
2015-11-05,408.076996,447.561005,300.997009,311.084015,311.084015,654046996
2015-11-12,314.079010,345.080994,313.355988,334.589996,334.589996,356071400
2015-11-19,334.678986,335.334015,312.217010,328.205994,328.205994,248312300
2015-11-26,328.303009,382.363007,328.229004,359.187012,359.187012,424824300
2015-12-03,359.330994,423.119995,355.756989,417.562988,417.562988,442717600
2015-12-10,417.988007,469.102997,410.740997,454.933990,454.933990,671663604
2015-12-17,454.777008,465.580994,427.312012,442.401001,442.401001,407142096
2015-12-24,443.091003,458.455994,405.760010,426.619995,426.619995,414117400
2015-12-31,425.875000,436.246002,418.734985,429.105011,429.105011,259048500
2016-01-07,430.010986,462.933990,424.442993,432.371002,432.371002,542774100
2016-01-14,432.287994,433.324005,354.914001,420.230011,420.230011,585911808
2016-01-21,419.631989,422.877014,375.282013,394.971985,394.971985,435590600
2016-01-28,395.145996,395.502014,365.451996,369.949005,369.949005,351520696
2016-02-04,370.174011,391.608002,369.993011,381.648987,381.648987,387556600
2016-02-11,382.114014,421.166992,376.398987,416.321991,416.321991,508157100
2016-02-18,416.571991,448.045990,413.907013,424.954987,424.954987,554650492
2016-02-25,425.036987,441.506989,420.415009,423.989014,423.989014,437756796
2016-03-03,423.911987,425.372986,394.035004,414.859985,414.859985,644023984
2016-03-10,414.743988,423.925995,410.093994,417.010986,417.010986,549255188
2016-03-17,417.889008,420.997009,406.136993,418.040985,418.040985,482752400
2016-03-24,418.424011,428.796997,412.496002,414.816010,414.816010,446754908
2016-03-31,415.256989,424.527008,415.256989,423.412994,423.412994,365629100
2016-04-07,423.619995,427.277008,416.515015,423.734009,423.734009,435121300
2016-04-14,423.934998,443.053986,423.013000,441.389008,441.389008,372972696
2016-04-21,441.415985,467.964996,440.951996,444.687012,444.687012,505321504
2016-04-28,445.037994,455.587006,436.649994,446.721985,446.721985,435206604
2016-05-05,446.710999,462.480988,445.882996,452.727997,452.727997,366971500
2016-05-12,452.446991,458.691986,449.250000,454.618988,454.618988,396539196
2016-05-19,454.523987,454.632996,437.389008,449.598999,449.598999,442031804
2016-05-26,449.671997,553.960022,447.895996,536.919983,536.919983,872391296
2016-06-02,536.515015,590.258972,533.078003,581.645020,581.645020,606372288
2016-06-09,582.203003,716.004028,570.950989,694.468994,694.468994,1026947700
2016-06-16,696.523010,777.989990,587.482971,596.116028,596.116028,1774705968
2016-06-23,597.442993,691.731018,558.138977,639.890015,639.890015,1116634984
2016-06-30,640.591003,704.968018,636.607971,677.330994,677.330994,872722400
2016-07-07,678.090027,682.432007,611.833984,654.468018,654.468018,1060661000
2016-07-14,652.922974,682.364990,652.922974,665.684998,665.684998,530227308
2016-07-21,665.228027,666.583008,645.879028,654.351990,654.351990,833149496
2016-07-28,654.492004,658.223022,531.333984,566.354980,566.354980,957207992
2016-08-04,566.328979,599.984009,565.776978,592.103027,592.103027,610942792
2016-08-11,592.124023,597.541992,563.239990,573.216003,573.216003,418257000
2016-08-18,573.706970,589.473999,573.429993,580.182007,580.182007,408650400
2016-08-25,580.179993,580.622986,568.630005,575.471985,575.471985,587567996
2016-09-01,575.546021,614.544983,570.810974,614.544006,614.544006,649799400
2016-09-08,614.635010,628.817993,600.505981,610.684021,610.684021,477501404
2016-09-15,610.588013,611.085999,595.882996,597.148987,597.148987,420531196
2016-09-22,597.278992,608.247986,595.786011,604.728027,604.728027,344788400
2016-09-29,605.018982,615.237000,604.142029,612.510986,612.510986,372065204
2016-10-06,612.469971,642.080017,611.468994,636.192017,636.192017,465914104
2016-10-13,636.030029,642.898010,628.013000,630.520020,630.520020,392090796
2016-10-20,630.663025,679.728027,628.257996,678.304016,678.304016,487413500
2016-10-27,678.213989,740.828979,678.039978,740.828979,740.828979,725133392
2016-11-03,742.346008,745.773010,678.156006,723.273010,723.273010,663507096
2016-11-10,722.843994,747.614990,687.315002,744.197998,744.197998,553193592
2016-11-17,744.875977,756.237000,717.943970,744.593994,744.593994,727918304
2016-11-24,744.619995,747.929016,729.625000,745.690979,745.690979,475761900
2016-12-01,746.046021,781.296021,746.046021,768.132019,768.132019,657179196
2016-12-08,768.075989,788.460022,765.411987,781.481018,781.481018,494169300
2016-12-15,780.070007,834.281006,777.802002,834.281006,834.281006,634794192
2016-12-22,834.179993,975.921021,834.148987,975.921021,975.921021,1284692008
2016-12-29,975.125000,1159.420044,934.833008,1154.729980,1154.729980,1386003088
2017-01-05,1156.729980,1191.099976,762.765015,777.757019,777.757019,1868954016
2017-01-12,775.177979,917.499023,755.755981,886.617981,886.617981,1018898096
2017-01-19,888.335022,937.525024,884.338013,901.541992,901.541992,725853000
2017-01-26,902.395020,989.114014,902.223999,989.023010,989.023010,780302596
2017-02-02,990.000977,1078.969971,983.221008,1063.069946,1063.069946,1075995008
2017-02-09,1064.699951,1088.989990,946.690979,1007.479980,1007.479980,1095775400
2017-02-16,1007.650024,1125.390015,1007.650024,1117.439941,1117.439941,867694792
2017-02-23,1117.270020,1222.500000,1116.959961,1222.500000,1222.500000,1322242992
2017-03-02,1224.680054,1280.310059,1148.079956,1150.000000,1150.000000,1778927016
2017-03-09,1150.349976,1270.469971,1077.250000,1249.609985,1249.609985,2209962960
2017-03-16,1251.329956,1257.979980,957.655029,1049.140015,1049.140015,3377878976
2017-03-23,1050.050049,1064.650024,903.713013,1039.969971,1039.969971,2476374016
2017-03-30,1042.209961,1156.439941,1020.039978,1124.780029,1124.780029,3035615040
2017-04-06,1125.810059,1208.069946,1125.810059,1200.369995,1200.369995,2000666064
2017-04-13,1201.020020,1217.569946,1156.439941,1210.290039,1210.290039,1805377008
2017-04-20,1211.079956,1294.829956,1203.939941,1281.079956,1281.079956,1903539024
2017-04-27,1281.880005,1492.770020,1281.300049,1490.089966,1490.089966,3587264928
2017-05-04,1490.719971,1833.489990,1490.719971,1787.130005,1787.130005,6966107904
2017-05-11,1780.369995,1873.930054,1651.079956,1839.089966,1839.089966,5312608992
2017-05-18,1818.699951,2523.719971,1807.119995,2443.639893,2443.639893,9207156928
2017-05-25,2446.239990,2763.709961,1855.829956,2286.409912,2286.409912,11001225088
2017-06-01,2288.330078,2999.909912,2288.330078,2732.159912,2732.159912,10816909952
2017-06-08,2720.489990,2997.260010,2412.939941,2506.370117,2506.370117,12448700160
2017-06-15,2499.580078,2772.010010,2212.959961,2689.100098,2689.100098,10862229888
2017-06-22,2691.030029,2765.169922,2332.989990,2574.790039,2574.790039,8540048896
2017-06-29,2567.560059,2631.590088,2394.840088,2601.989990,2601.989990,6285107072
2017-07-06,2608.100098,2916.139893,2275.139893,2398.840088,2398.840088,6498924992
2017-07-13,2402.699951,2425.219971,1843.030029,2273.429932,2273.429932,7854061056
2017-07-20,2269.889893,2900.699951,2269.889893,2529.449951,2529.449951,9252648000
2017-07-27,2538.709961,2921.350098,2529.340088,2710.669922,2710.669922,6959087872
2017-08-03,2709.560059,3484.850098,2685.139893,3342.469971,3342.469971,9561646976
2017-08-10,3341.840088,4455.970215,3319.469971,4376.629883,4376.629883,16908159744
2017-08-17,4384.439941,4484.700195,3674.580078,4151.520020,4151.520020,19515609856
2017-08-24,4137.600098,4626.520020,4130.259766,4565.299805,4565.299805,13198050048
2017-08-31,4555.589844,4975.040039,3998.110107,4597.120117,4597.120117,17056739968
2017-09-07,4589.140137,4661.000000,3789.919922,3882.590088,3882.590088,13252100224
2017-09-14,3875.370117,4094.070068,2946.620117,3905.949951,3905.949951,14642949888
2017-09-21,3901.469971,4210.049805,3553.530029,4200.669922,4200.669922,8407269056
2017-09-28,4197.129883,4470.229980,4039.290039,4229.359863,4229.359863,9331550080
2017-10-05,4229.879883,4922.169922,4164.049805,4826.479980,4826.479980,9240667776
2017-10-12,4829.580078,5852.479980,4822.000000,5590.689941,5590.689941,16281070080
2017-10-19,5583.740234,6194.879883,5397.879883,5750.799805,5750.799805,15481229952
2017-10-26,5747.950195,6767.310059,5689.189941,6767.310059,6767.310059,14831980160
2017-11-02,6777.770020,7776.419922,6758.720215,7459.689941,7459.689941,22928280576
2017-11-09,7446.830078,7446.830078,5519.009766,7315.540039,7315.540039,35961769984
2017-11-16,7323.240234,8348.660156,7176.580078,8253.549805,8253.549805,27991579904
2017-11-23,8232.379883,11517.400391,7940.930176,9888.610352,9888.610352,42672369920
2017-11-30,9906.790039,14369.099609,9202.049805,14291.500000,14291.500000,52524589568
2017-12-07,14266.099609,18353.400391,13226.599609,16408.199219,16408.199219,106165898240
2017-12-14,16384.599609,20089.000000,16077.700195,16624.599609,16624.599609,108026298368
2017-12-21,16642.400391,17567.699219,11833.000000,15838.500000,15838.500000,99979499520
2017-12-28,15864.099609,15888.400391,12350.099609,15201.000000,15201.000000,95960599552
2018-01-04,15270.700195,17712.400391,13691.200195,14973.299805,14973.299805,133379399680
2018-01-11,14968.200195,15018.799805,9402.290039,11188.599609,11188.599609,102882699264
2018-01-18,11198.799805,13103.000000,10129.700195,11359.400391,11359.400391,77636679680
2018-01-25,11421.700195,12040.299805,9777.419922,10221.099609,10221.099609,58339379200
2018-02-01,10237.299805,10288.799805,6048.259766,7621.299805,7621.299805,69478010368
2018-02-08,7637.859863,9518.540039,7637.859863,9494.629883,9494.629883,49897700352
2018-02-15,9488.320313,11958.500000,9395.580078,10690.400391,10690.400391,60747559936
2018-02-22,10660.400391,11089.799805,9407.059570,10397.900391,10397.900391,49594509824
2018-03-01,10385.000000,11704.099609,9692.120117,9965.570313,9965.570313,49811209728
2018-03-08,9951.440430,10147.400391,8068.589844,8269.809570,8269.809570,46459740160
2018-03-15,8290.759766,9177.370117,7397.990234,8929.280273,8929.280273,42323179520
2018-03-22,8939.440430,9100.709961,7797.279785,7954.479980,7954.479980,37953570304
2018-03-29,7979.069824,7994.330078,6526.870117,6853.839844,6853.839844,36505249792
2018-04-05,6848.649902,7178.109863,6575.000000,6968.319824,6968.319824,30843940096
2018-04-12,6955.379883,8371.150391,6806.509766,8163.419922,8163.419922,46168719872
2018-04-19,8159.270020,9745.320313,8138.779785,8845.740234,8845.740234,58366860800
2018-04-26,8867.320313,9531.490234,8727.089844,9235.919922,9235.919922,57140429312
2018-05-03,9233.969727,9964.500000,9031.620117,9325.179688,9325.179688,55336129536
2018-05-10,9325.959961,9396.040039,8175.490234,8368.830078,8368.830078,48913059840
2018-05-17,8370.049805,8562.410156,7507.879883,7557.819824,7557.819824,38313300480
2018-05-24,7561.120117,7738.600098,7090.680176,7406.520020,7406.520020,34650909952
2018-05-31,7406.149902,7754.890137,7361.129883,7653.979980,7653.979980,34486819840
2018-06-07,7650.819824,7741.270020,6285.629883,6349.899902,6349.899902,32815439616
2018-06-14,6342.750000,6822.500000,6334.459961,6776.549805,6776.549805,27377159936
2018-06-21,6780.089844,6810.939941,5826.410156,6157.129883,6157.129883,28684000000
2018-06-28,6153.160156,6771.919922,5835.750000,6597.549805,6597.549805,30012079872
2018-07-05,6599.709961,6885.910156,6320.720215,6394.709961,6394.709961,28075910144
2018-07-12,6396.779785,7534.990234,6136.419922,7370.779785,7370.779785,30575860480
2018-07-19,7378.200195,8424.269531,7262.410156,8181.390137,8181.390137,35726139648
2018-07-26,8176.850098,8290.330078,7504.950195,7624.910156,7624.910156,33827459952
2018-08-02,7634.189941,7712.770020,6226.220215,6305.799805,6305.799805,30461890000
2018-08-09,6305.560059,6625.729980,5971.049805,6308.520020,6308.520020,32789950000
2018-08-16,6294.229980,6816.790039,6276.410156,6376.709961,6376.709961,28327490000
2018-08-23,6371.339844,7113.299805,6371.339844,7047.160156,7047.160156,26956920000
2018-08-30,7043.759766,7388.430176,6792.830078,6792.830078,6792.830078,31566350000
2018-09-06,6755.140137,6755.140137,6197.520020,6351.799805,6351.799805,28923340000
2018-09-13,6354.240234,6596.100098,6208.339844,6398.540039,6398.540039,27299370000
2018-09-20,6398.850098,6814.560059,6381.859863,6495.000000,6495.000000,32928000000
2018-09-27,6495.290039,6785.029785,6454.029785,6502.589844,6502.589844,29854750000
2018-10-04,6497.910156,6675.060059,6497.910156,6585.529785,6585.529785,25424200000
2018-10-11,6586.740234,6965.060059,6236.470215,6544.430176,6544.430176,30648480000
2018-10-18,6542.330078,6567.540039,6445.310059,6495.839844,6495.839844,24949370000
2018-10-25,6484.649902,6507.410156,6306.990234,6317.609863,6317.609863,25547290000
2018-11-01,6318.140137,6552.160156,6294.569824,6530.140137,6530.140137,29889030000
2018-11-08,6522.270020,6536.919922,5544.089844,5738.350098,5738.350098,32854970000
2018-11-15,5736.149902,5774.819824,4272.109863,4602.169922,4602.169922,42362260000
2018-11-22,4611.569824,4629.640137,3585.060059,4257.419922,4257.419922,40701900000
2018-11-29,4269.004395,4413.020508,3753.994873,3753.994873,3753.994873,38609498279
2018-12-06,3754.074463,3874.966064,3280.228760,3486.950195,3486.950195,36823444658
2018-12-13,3487.879395,3949.322998,3191.303467,3745.950684,3745.950684,34143411184
2018-12-20,3742.195068,4271.792480,3728.974609,3857.297607,3857.297607,46615967420
2018-12-27,3854.688477,3963.758789,3642.632080,3943.409424,3943.409424,34754909838
2019-01-03,3931.048584,4109.020996,3783.853760,4035.296387,4035.296387,35763942117
2019-01-10,4034.411377,4064.066650,3544.927246,3655.006836,3655.006836,38455363947
2019-01-17,3651.871094,3758.533447,3539.721436,3585.123047,3585.123047,37757289314
2019-01-24,3584.500244,3654.933105,3400.819824,3486.181641,3486.181641,39958855389
2019-01-31,3485.409180,3523.287354,3398.565430,3413.767822,3413.767822,37412150632
2019-02-07,3414.929443,3695.614014,3391.023682,3632.070557,3632.070557,44378021121
2019-02-14,3631.170166,4010.879395,3607.697754,3999.820557,3999.820557,53872470447
2019-02-21,4000.256836,4210.641602,3787.058838,3851.047363,3851.047363,60869463870
2019-02-28,3848.261963,3919.510498,3733.749756,3903.942627,3903.942627,59271953733
2019-03-07,3903.384766,3987.237793,3863.559082,3906.717285,3906.717285,70137149411
2019-03-14,3905.576904,4089.461914,3901.296875,4087.476318,4087.476318,67120583078
2019-03-21,4083.953857,4097.359863,3934.031250,4087.066162,4087.066162,70772479877
2019-03-28,4087.584473,5307.003418,4034.097168,4973.021973,4973.021973,93423125528
2019-04-04,4971.307617,5421.651367,4836.793945,5324.551758,5324.551758,116055155889
2019-04-11,5325.081543,5354.225586,4955.852539,5251.937988,5251.937988,87793360362
2019-04-18,5251.480469,5642.044434,5233.334961,5464.866699,5464.866699,101455193473
2019-04-25,5466.524414,5542.238281,5177.368652,5402.697266,5402.697266,99367641661
2019-05-02,5402.422852,5989.980957,5394.217285,5982.457520,5982.457520,114826038539
2019-05-09,5982.316406,8268.712891,5982.316406,8205.167969,8205.167969,181898654116
2019-05-16,8194.500977,8320.824219,7038.124512,7680.066406,7680.066406,184180673659
2019-05-23,7677.269043,8907.174805,7533.196777,8659.487305,8659.487305,174961256806
2019-05-30,8661.760742,9008.314453,7564.488770,7824.231445,7824.231445,165741405522
2019-06-06,7819.633301,8196.648438,7571.471191,8145.857422,8145.857422,126580471597
2019-06-13,8145.545410,9416.407227,8087.061035,9273.521484,9273.521484,127178125991
2019-06-20,9273.060547,13796.489258,9232.484375,13016.231445,13016.231445,178721433861
2019-06-27,13017.125000,13311.144531,9737.884766,11961.269531,11961.269531,223436646452
2019-07-04,11972.718750,13129.529297,10874.964844,12156.512695,12156.512695,175497890051
2019-07-11,12139.713867,12144.623047,9163.134766,9693.802734,9693.802734,169763804698
2019-07-18,9698.502930,11048.662109,9376.798828,9811.925781,9811.925781,134836712810
2019-07-25,9809.096680,10167.320313,9252.296875,10085.627930,10085.627930,105126940305
2019-08-01,10077.442383,12273.821289,9922.019531,11941.968750,11941.968750,136244096921
2019-08-08,11954.040039,11979.419922,10028.135742,10051.704102,10051.704102,122040848721
2019-08-15,10038.421875,10947.041992,9675.316406,10138.049805,10138.049805,120469603278
2019-08-22,10142.521484,10512.328125,9716.656250,9754.422852,9754.422852,113134473908
2019-08-29,9756.786133,10762.644531,9421.629883,10594.493164,10594.493164,106916989817
2019-09-05,10588.183594,10898.761719,9980.776367,10178.372070,10178.372070,110996564693
2019-09-12,10176.819336,10442.253906,10099.242188,10198.248047,10198.248047,101579615313
2019-09-19,10200.496094,10295.668945,8325.396484,8486.993164,8486.993164,123189339840
2019-09-26,8487.669922,8515.685547,7830.758789,8393.041992,8393.041992,108389458329
2019-10-03,8390.774414,8627.706055,7905.766113,8595.740234,8595.740234,105156556112
2019-10-10,8585.280273,8721.780273,7985.089844,8047.526855,8047.526855,112007416923
2019-10-17,8047.812500,8296.694336,7469.322754,7514.671875,7514.671875,113881725617
2019-10-24,7509.728027,10021.744141,7446.988770,9205.726563,9205.726563,209144726293
2019-10-31,9202.458008,9505.051758,9028.717773,9360.879883,9360.879883,168786002657
2019-11-07,9352.393555,9368.476563,8685.427734,8808.262695,8808.262695,143321007439
2019-11-14,8811.936523,8826.943359,8010.511719,8027.268066,8027.268066,139473010077
2019-11-21,8023.644531,8110.098145,6617.166992,7531.663574,7531.663574,196005150431
2019-11-28,7536.820313,7836.102051,7170.922852,7252.034668,7252.034668,128182482865
2019-12-05,7253.241699,7743.431641,7195.527344,7217.427246,7217.427246,120255523344
2019-12-12,7216.738770,7324.984863,6540.049316,7276.802734,7276.802734,144484569643
2019-12-19,7277.590820,7656.176270,7041.381836,7275.155762,7275.155762,163368425015
2019-12-26,7274.799316,7513.948242,7169.777832,7200.174316,7200.174316,151983044539
2020-01-02,7202.551270,8396.738281,6914.996094,8079.862793,8079.862793,170799022057
2020-01-09,8082.295898,8890.117188,7726.774902,8807.010742,8807.010742,208612707221
2020-01-16,8812.481445,9164.362305,8544.520508,8680.875977,8680.875977,207361212590
2020-01-23,8680.650391,9406.431641,8266.840820,9316.629883,9316.629883,185722285061
2020-01-30,9316.016602,9701.299805,9112.811523,9613.423828,9613.423828,214619017111
2020-02-06,9617.821289,10393.611328,9539.818359,10326.054688,10326.054688,263610381594
2020-02-13,10323.960938,10457.626953,9507.637695,9633.386719,9633.386719,320195512747
2020-02-20,9629.325195,9951.746094,8704.426758,8820.522461,8820.522461,300894825204
2020-02-27,8825.093750,8932.892578,8471.212891,8755.246094,8755.246094,281208299580
2020-03-05,8760.285156,9167.695313,7642.812500,7911.430176,7911.430176,284548672146
2020-03-12,7913.616211,7929.116211,4106.980957,5238.438477,5238.438477,320158995346
2020-03-19,5245.416504,6892.511230,5236.968750,6681.062988,6681.062988,327341698080
2020-03-26,6675.170898,6793.836426,5903.234375,6606.776367,6606.776367,243398859444
2020-04-02,6606.776367,7427.939453,6595.918457,7334.098633,7334.098633,278037186299
2020-04-09,7337.966309,7341.448242,6633.402832,6642.109863,6642.109863,250437687478
2020-04-16,6640.454102,7280.521973,6555.504395,7117.207520,7117.207520,246641073858
2020-04-23,7121.306152,8871.753906,7081.594727,8801.038086,8801.038086,273700161389
2020-04-30,8797.669922,9440.650391,8533.255859,9268.761719,9268.761719,336508339265
2020-05-07,9261.895508,9996.743164,8374.323242,9269.987305,9269.987305,367605570140
2020-05-14,9271.329102,9906.030273,9255.035156,9522.981445,9522.981445,298462395589
2020-05-21,9522.740234,9555.242188,8719.667969,9181.017578,9181.017578,222996485456
2020-05-28,9184.945313,10199.565430,9148.457031,9656.717773,9656.717773,227103593037
2020-06-04,9655.854492,9908.896484,9458.150391,9870.094727,9870.094727,165795860482
2020-06-11,9870.078125,9938.297852,8990.175781,9480.254883,9480.254883,157856714872
2020-06-18,9481.567383,9680.367188,9247.379883,9313.610352,9313.610352,126929307698
2020-06-25,9314.126953,9340.161133,8975.525391,9228.325195,9228.325195,116959373544
2020-07-02,9231.139648,9450.335938,8977.015625,9428.333008,9428.333008,106043098183
2020-07-09,9427.994141,9431.378906,9118.001953,9192.836914,9192.836914,114012601683
2020-07-16,9191.980469,9530.518555,9088.947266,9525.363281,9525.363281,103207583517
2020-07-23,9527.141602,11304.397461,9481.454102,11100.467773,11100.467773,160560787704
2020-07-30,11099.833008,12034.144531,10895.455078,11747.022461,11747.022461,165436620262
2020-08-06,11749.871094,12045.140625,11195.708984,11584.934570,11584.934570,159813163572
2020-08-13,11588.405273,12359.056641,11216.872070,11758.283203,11758.283203,174472223792
2020-08-20,11761.500000,11900.411133,11189.850586,11488.363281,11488.363281,152093605553
2020-08-27,11485.608398,12067.081055,11185.941406,11414.034180,11414.034180,157928157260
2020-09-03,11407.191406,11443.022461,9916.493164,10242.347656,10242.347656,235142736021
2020-09-10,10242.330078,11100.124023,10140.836914,10974.905273,10974.905273,271597515419
2020-09-17,10973.251953,11134.092773,10197.865234,10246.186523,10246.186523,188252891146
2020-09-24,10248.786133,10945.347656,10231.490234,10784.491211,10784.491211,325607335203
2020-10-01,10795.254883,10933.624023,10416.689453,10668.968750,10668.968750,332557368328
2020-10-08,10669.371094,11698.467773,10562.606445,11429.506836,11429.506836,203469337270
2020-10-15,11426.602539,13184.566406,11223.012695,12823.689453,12823.689453,185727762490
2020-10-22,12801.635742,13837.695313,12717.093750,13271.285156,13271.285156,211732628480
2020-10-29,13271.298828,14218.766602,12980.059570,14133.707031,14133.707031,237599079465
2020-11-05,14133.733398,15916.260742,14102.088867,15701.339844,15701.339844,231847620788
2020-11-12,15701.298828,18393.949219,15534.771484,17804.005859,17804.005859,236509244357
2020-11-19,17803.861328,19390.964844,17382.554688,18732.121094,18732.121094,292829608916
2020-11-26,18729.839844,19845.974609,16351.035156,19201.091797,19201.091797,298768165070
2020-12-03,19205.925781,19566.191406,17935.546875,18553.916016,18553.916016,211347955810
2020-12-10,18553.298828,21458.908203,17619.533203,21310.597656,21310.597656,194294814390
2020-12-17,21308.351563,24209.660156,21234.675781,23241.345703,23241.345703,329268786217
2020-12-24,23240.203125,28937.740234,22777.597656,28840.953125,28840.953125,343571830830
2020-12-31,28841.574219,36879.699219,28201.992188,36824.363281,36824.363281,458016156111
2021-01-07,36833.875000,41946.738281,30549.599609,37316.359375,37316.359375,582292732325
2021-01-14,37325.109375,39966.406250,33570.476563,35547.750000,35547.750000,415033261201
2021-01-21,35549.398438,35552.679688,28953.373047,30432.546875,30432.546875,432578147096
2021-01-28,30441.041016,38406.261719,30023.207031,37472.089844,37472.089844,497963905938
2021-02-04,37475.105469,48003.722656,36317.500000,44918.183594,44918.183594,544840975059
2021-02-11,44898.710938,52533.914063,44187.761719,52149.007813,52149.007813,534383115845
2021-02-18,52140.972656,58330.570313,45290.589844,49705.332031,49705.332031,497443700258
2021-02-25,49709.082031,52535.136719,43241.617188,50538.242188,50538.242188,659472351068
2021-03-04,50522.304688,57258.253906,46542.515625,56008.550781,56008.550781,335276002649
2021-03-11,55963.179688,61683.863281,53555.027344,58870.894531,58870.894531,403460825355
2021-03-18,58893.078125,60116.250000,52514.332031,52774.265625,52774.265625,390638763222
2021-03-25,52726.746094,59930.027344,50856.570313,58918.832031,58918.832031,397165663654
2021-04-01,58926.562500,60267.187500,55604.023438,56048.937500,56048.937500,433197635553
2021-04-08,56099.914063,64863.097656,55879.085938,63109.695313,63109.695313,403491709860
2021-04-15,63075.195313,63821.671875,52829.535156,53906.089844,53906.089844,496975822583
2021-04-22,53857.105469,56227.207031,47159.484375,54824.703125,54824.703125,412331742656
2021-04-29,54858.089844,58973.308594,52418.027344,57424.007813,57424.007813,369017857205
2021-05-06,57441.308594,59519.355469,49150.535156,49150.535156,49150.535156,477547325993
2021-05-13,49735.433594,51438.117188,30681.496094,37002.441406,37002.441406,533116671689
2021-05-20,36753.667969,42462.984375,31227.339844,39294.199219,39294.199219,481098342882
2021-05-27,39316.890625,40379.617188,33520.738281,37575.179688,37575.179688,282008393055
2021-06-03,37599.410156,39478.953125,31114.443359,37345.121094,37345.121094,279723660711
2021-06-10,37389.515625,41295.269531,34728.191406,38347.062500,38347.062500,289649810185
2021-06-17,38341.421875,39513.671875,28893.621094,33723.027344,33723.027344,299259371672
2021-06-24,33682.800781,36542.109375,30184.501953,35040.835938,35040.835938,253304318652
2021-07-01,35035.984375,35937.566406,32770.679688,33855.328125,33855.328125,203895040204
2021-07-08,33889.605469,34592.156250,31639.125000,32822.347656,32822.347656,165245908228
2021-07-15,32827.875000,33159.640625,29360.955078,32110.693359,32110.693359,154469088113
2021-07-22,32138.873047,40816.070313,31745.298828,39995.906250,39995.906250,209450570329
2021-07-29,39995.453125,42541.679688,37589.164063,39747.503906,39747.503906,189888871055
2021-08-05,39744.515625,46735.632813,37458.003906,45593.636719,45593.636719,256344848593
2021-08-12,45576.878906,48098.683594,43861.445313,44801.187500,44801.187500,226090555538
2021-08-19,44741.882813,50482.078125,43998.316406,48960.789063,48960.789063,240179932925
